Over,Pascal Siakam,-141,6.5
Under,Pascal Siakam,106,6.5
Over,Payton Pritchard,-140,3.5
Under,Payton Pritchard,110,3.5
Over,Payton Pritchard,-158,3.5
Under,Payton Pritchard,118,3.5
Over,Payton Pritchard,-155,3.5
Under,Payton Pritchard,115,3.5
Over,Payton Pritchard,-149,3.5
Under,Payton Pritchard,115,3.5
Over,Payton Pritchard,-141,3.5
Under,Payton Pritchard,107,3.5
Over,Rudy Gobert,-114,9.5
Under,Rudy Gobert,-114,9.5
Over,Rudy Gobert,-115,9.5
Under,Rudy Gobert,-115,9.5
Over,Rudy Gobert,-124,9.5
Under,Rudy Gobert,-108,9.5
Over,Rudy Gobert,-110,9.5
Under,Rudy Gobert,-118,9.5
Over,Rudy Gobert,-110,9.5
Under,Rudy Gobert,-120,9.5
Over,Rudy Gobert,-110,9.5
Under,Rudy Gobert,-120,9.5
Over,Rui Hachimura,122,5.5
Under,Rui Hachimura,-162,5.5
Over,Rui Hachimura,130,5.5
Under,Rui Hachimura,-166,5.5
Over,Rui Hachimura,108,5.5
Under,Rui Hachimura,-143,5.5
Over,Rui Hachimura,-154,4.5
Under,Rui Hachimura,118,4.5
Over,Rui Hachimura,-155,4.5
Under,Rui Hachimura,115,4.5
Over,Rui Hachimura,-150,4.5
Under,Rui Hachimura,115,4.5
Over,T.J. McConnell,124,2.5
Under,T.J. McConnell,-160,2.5
Over,T.J. McConnell,134,2.5
Under,T.J. McConnell,-175,2.5
Over,T.J. McConnell,135,2.5
Under,T.J. McConnell,-185,2.5
Over,Taurean Prince,120,2.5
Under,Taurean Prince,-156,2.5
Over,Taurean Prince,120,2.5
Under,Taurean Prince,-160,2.5
Over,Taurean Prince,130,2.5
Under,Taurean Prince,-174,2.5
Over,Thomas Bryant,115,2.5
Under,Thomas Bryant,-155,2.5
Over,Tyrese Haliburton,-166,3.5
Under,Tyrese Haliburton,130,3.5
Over,Tyrese Haliburton,-169,3.5
Under,Tyrese Haliburton,130,3.5
Over,Tyrese Haliburton,-165,3.5
Under,Tyrese Haliburton,125,3.5
Over,Tyrese Haliburton,128,4.5
Under,Tyrese Haliburton,-172,4.5
Over,Tyrese Haliburton,-159,3.5
Under,Tyrese Haliburton,120,3.5
Over,Wendell Carter Jr,-125,8.5
Under,Wendell Carter Jr,-105,8.5
Over,Wendell Carter Jr,-114,8.5
Under,Wendell Carter Jr,-114,8.5
Over,Wendell Carter Jr,-130,8.5
Under,Wendell Carter Jr,100,8.5
Over,Wendell Carter Jr,-122,8.5
Under,Wendell Carter Jr,-106,8.5
Over,Wendell Carter Jr,-115,8.5
Under,Wendell Carter Jr,-115,8.5
Over,Wendell Carter Jr,-130,8.5
Under,Wendell Carter Jr,100,8.5
